(44322, 91262)
(24114, 51863)
(18331, 47044)
(18002, 46727)
(18117, 46656)
(17999, 54752)
(11887, 30040)
(11314, 29587)
(11458, 29614)
(11899, 30290)
(11397, 29503)
(11446, 29360)
(11918, 30159)
(11369, 29469)
(11335, 29325)
(11864, 30315)
(11374, 29465)
(10443, 27074)
(10911, 27613)
(10439, 27118)
(10412, 27262)
(10919, 27804)
(10465, 27139)
(10489, 27090)
(10889, 28796)
(10459, 27202)
(10460, 27064)
(10855, 27803)
(10957, 26989)
(10409, 27033)
(10909, 166513)
(16658, 35841)
(12390, 31774)
(12717, 31857)
(12166, 32037)
(12135, 31622)
(12633, 32847)
(12013, 31248)
(12038, 31188)
(12560, 31818)
(11994, 30929)
(11972, 38229)
(12577, 32015)
(12046, 30868)
(12032, 31471)
(12560, 31717)
(11860, 27107)
(10505, 27118)
(10986, 27855)
(10554, 27274)
(10516, 26974)
(10910, 27901)
(10526, 26941)
(10535, 27108)
(10956, 26978)
(9705, 25136)
(9629, 24986)
(10154, 25679)
(9728, 25131)
(9682, 24923)
(10103, 35341)
(9788, 25134)
(9677, 25038)
(25555, 83639)
(31407, 81339)
(10419, 32685)
(32934, 83254)
(31529, 81179)
(31396, 376480)
(38558, 59716)
(13978, 34559)
(13347, 34261)
(13847, 34918)
(13183, 33121)
(11398, 29472)
(15186, 32745)
(11610, 29708)
(11452, 29679)
(11966, 30084)
(11449, 29495)
(11470, 29457)
(12029, 30054)
(11417, 29522)
(11496, 29515)
(11999, 29909)
(11443, 29428)
(11459, 28419)
(10974, 27632)
(10577, 27092)
(10538, 28015)
(9411, 23784)
(9014, 23174)
(8988, 23274)
(9413, 23683)
(8982, 23160)
(8996, 23186)
(9349, 23698)
(8966, 23113)
(8986, 23304)
(9383, 23643)
(9026, 23158)
(8953, 23210)
(9411, 78136)
(31421, 81098)
(31702, 81126)
(10922, 27711)
(10457, 27050)
(10518, 27268)
(11029, 27648)
(10440, 27086)
(10539, 27191)
(10977, 27660)
(8384, 21698)
(8407, 21596)
(8756, 82822)
(31488, 81091)
(31412, 46690)
(10168, 25527)
(9675, 25080)
(9696, 25028)
(10143, 25455)
(9683, 24952)
(9695, 25426)
(9729, 24581)
(9254, 24058)
(9332, 24088)
(9745, 24564)
(9333, 24041)
(9253, 24140)
(9702, 24516)
(9286, 24038)
(9288, 24119)
(9688, 24524)
(9352, 24024)
(9360, 24037)
(9719, 24576)
(9268, 24039)
(9357, 24082)
(9749, 24602)
(9265, 24112)
(9297, 24019)
(9756, 24454)
(9311, 24014)
(9299, 24079)
(9715, 24541)
(9331, 25193)
(7869, 20264)
(8178, 20766)
(7879, 20318)
(7869, 20263)
(8194, 20659)
(7839, 20222)
(7882, 20240)
(8245, 20769)
(7929, 20306)
(7848, 20242)
(8232, 20793)
(7827, 20338)
(7878, 20266)
(8277, 20740)
(7857, 20381)
(7861, 20207)
(8182, 20727)
(7867, 20260)
(7888, 20372)
(8239, 20769)
(7862, 20285)
(7873, 20289)
(8220, 20767)
(7806, 20218)
(7851, 21138)
(7537, 18915)
(7204, 18484)
(7175, 18512)
(7532, 18868)
(7221, 18608)
(7184, 18552)
(7514, 18894)
(7187, 18524)
(7197, 18572)
(7556, 18825)
(7221, 18502)
(7168, 18607)
(7533, 18866)
(7227, 18542)
(7233, 18546)
(7537, 18877)
(7201, 18579)
(7238, 18521)
(7514, 24672)
(9313, 24037)
(9278, 24130)
(9734, 24596)
(9325, 23991)
(9346, 24131)
(9784, 24790)
(9321, 23934)
(9286, 24126)
(9761, 24604)
(9344, 24162)
(9336, 24048)
(9723, 24560)
(9304, 24067)
(9321, 24049)
(9772, 24549)
(9306, 24108)
(9341, 24118)
(9766, 24588)
(9295, 24074)
(9359, 24039)
(9726, 24598)
(9330, 24086)
(9342, 24041)
(9811, 24537)
(10246, 21588)
(8369, 21636)
(8755, 22141)
