(19019, 118022)
(16091, 26424)
(9615, 23370)
(6914, 23001)
(6833, 19919)
(6682, 19985)
(6640, 19913)
(6721, 19939)
(6777, 20207)
(6719, 20055)
(6632, 20093)
(6703, 19965)
(6637, 20022)
(6708, 19948)
(6763, 20062)
(6731, 20057)
(6711, 69190)
(29086, 87329)
(29263, 87476)
(10633, 31784)
(10678, 31771)
(10660, 31779)
(10720, 31885)
(9930, 29558)
(9821, 29321)
(9737, 28970)
(9732, 29493)
(10126, 29150)
(9850, 29117)
(9738, 29289)
(9793, 31512)
(9764, 29143)
(9800, 29482)
(9906, 29201)
(9840, 30137)
(9793, 29575)
(9837, 29142)
(9904, 29306)
(9985, 29416)
(9731, 29558)
(9807, 30352)
(9803, 29027)
(9793, 29242)
(8109, 24043)
(8238, 24087)
(29508, 72413)
(29438, 60451)
(10111, 35497)
(10227, 75755)
(29373, 87317)
(10634, 31599)
(10746, 32078)
(10579, 31800)
(10666, 31589)
(10623, 31844)
(10641, 31776)
(10590, 31705)
(10534, 31726)
(10823, 31457)
(10669, 31661)
(11734, 29003)
(10390, 29405)
(9857, 29074)
(9676, 29083)
(9755, 29048)
(9825, 29131)
(9809, 29391)
(9674, 29503)
(9675, 29513)
(9779, 29426)
(9783, 29413)
(9745, 29561)
(9693, 29379)
(9729, 23877)
(7083, 21516)
(7102, 21476)
(7017, 21476)
(7118, 21422)
(7110, 21331)
(7156, 21203)
(7116, 21514)
(7132, 21614)
(7092, 21473)
(7130, 21570)
(7104, 21508)
(7103, 21401)
(29533, 88491)
(9805, 29470)
(9741, 29376)
(7292, 21589)
(7310, 21974)
(7340, 22019)
(7331, 21900)
(7238, 22099)
(7378, 21899)
(7384, 22143)
(7290, 22060)
(7283, 48968)
(8779, 23352)
(6441, 19345)
(6345, 18920)
(6367, 19147)
(6361, 19124)
(6378, 19093)
(6350, 19039)
(6346, 19141)
(6309, 19189)
(6294, 18876)
(6397, 19129)
(6303, 19199)
(6332, 19220)
(7879, 19918)
(6472, 19757)
(6536, 19685)
(6526, 19470)
(8001, 33699)
(7787, 20204)
(6581, 19431)
(6563, 80428)
(29641, 54552)
(9806, 28971)
(9797, 28021)
(29718, 87227)
(29433, 86596)
(10156, 30226)
(10283, 30122)
(9443, 27674)
(9371, 27789)
(9370, 27860)
(9319, 27817)
(9355, 27674)
(9427, 27788)
(9326, 27711)
(9475, 27682)
(9520, 28277)
(8285, 24745)
(8983, 25585)
(8337, 24858)
(8313, 25475)
(8393, 24845)
(8405, 29501)
(8364, 24750)
(8298, 25031)
(8364, 24765)
(8498, 24815)
(8371, 24672)
(8359, 24708)
(8394, 24900)
(8489, 24620)
(6919, 20406)
(6889, 20485)
(6958, 35285)
(6933, 20967)
(6953, 20561)
(6873, 20685)
(6930, 20627)
(29128, 87164)
(10750, 31823)
(10754, 32116)
(10025, 28865)
(9667, 29013)
(9814, 29031)
(9880, 28932)
(9807, 29397)
(9846, 30147)
(9836, 31836)
(9786, 31394)
(29485, 87675)
(29630, 90536)
(29806, 55813)
(10716, 31805)
(10744, 32668)
(10253, 31195)
(13307, 43511)
(10653, 30580)
(10263, 30391)
(10199, 30332)
(10239, 30176)
(10209, 30131)
(10389, 30587)
(10294, 30463)
(8123, 24109)
(8111, 24284)
(29319, 87443)
(9403, 27934)
(29416, 86881)
(29552, 87492)
(10695, 31783)
(10762, 31822)
(9775, 29181)
(9801, 29096)
(9756, 29164)
(9841, 29081)
(9900, 29355)
(9884, 29092)
(8527, 25105)
(8528, 25139)
(8485, 24965)
(8384, 25031)
(8404, 24899)
(8502, 24924)
(8430, 25643)
(8411, 25048)
(8456, 25011)
(8386, 24973)
(8469, 25009)
(8433, 24867)
(8054, 20137)
(6764, 19968)
(6728, 20189)
(6799, 19991)
(6738, 19976)
(6777, 19959)
(6741, 19897)
(6727, 19975)
(6692, 20059)
(6793, 19956)
(6750, 19894)
(6752, 19950)
(6722, 19983)
(6740, 19927)
(6766, 20025)
(6753, 20141)
(6780, 20774)
(6407, 18876)
(29620, 89969)
(7149, 21351)
(7072, 21524)
(8755, 22479)
(7225, 21319)
(8722, 26162)
(10454, 30147)
(8862, 25913)
(8685, 26157)
(8838, 26244)
(8619, 26218)
(8754, 26392)
(7237, 21256)
(7149, 21151)
(7139, 21434)
(7072, 21197)
(7108, 21117)
(7073, 21119)
(7077, 21044)
(7105, 21158)
(7127, 21093)
(7054, 21119)
(7085, 21143)
(7140, 23310)
(7587, 22388)
(7649, 22667)
(7572, 22509)
(7590, 22477)
(7517, 22458)
(7598, 22293)
(7558, 22365)
(7578, 22312)
(7602, 22380)
(7561, 22618)
(49309, 73918)
(23641, 52139)
(19708, 50206)
(16888, 95595)
(55622, 141544)
(62087, 162338)
(59050, 121650)
(15774, 42304)
(15581, 43606)
(17030, 45619)
(16321, 43032)
(18540, 45526)
(16839, 46860)
(18130, 46557)
(18562, 49957)
(14355, 38815)
(13511, 39257)
(13480, 38588)
(13419, 38801)
(13689, 39084)
(13488, 38467)
(13549, 39005)
(13519, 38745)
(13529, 38534)
(13501, 39185)
(13272, 39003)
(12884, 37023)
(13017, 37538)
(13597, 38297)
(12876, 37418)
(282938, 37241)
(16957, 31511)
(9831, 29162)
(9363, 28796)
(9371, 28926)
(9352, 28909)
(9411, 28524)
(9328, 29112)
(9314, 28668)
(9283, 29286)
(9295, 28910)
(9370, 28565)
(9278, 28800)
(9649, 28685)
(22895, 28759)
(9391, 28558)
(9976, 27161)
(8653, 25502)
(8577, 27296)
(8474, 25554)
(8274, 25502)
(8351, 26519)
(8270, 25607)
(8411, 25660)
(8533, 26078)
(8389, 25363)
(8473, 25835)
(8672, 27395)
(12274, 26094)
(8587, 27771)
(9237, 25670)
(8926, 26019)
(8451, 27306)
(9116, 26813)
(10883, 26798)
(9107, 26952)
(9684, 26211)
(11771, 31635)
(11341, 29952)
(12028, 31765)
(11199, 31114)
(13454, 31518)
(11621, 32505)
(45743, 47255)
(22349, 42579)
(17267, 47724)
(18791, 52874)
(18373, 49363)
(17319, 47186)
(17417, 47108)
(16805, 47295)
(14909, 39602)
(14779, 40688)
(13766, 38228)
(13274, 38985)
(13441, 39073)
(14099, 342141)
(15205, 34219)
(10396, 41971)
(28236, 86187)
(27922, 43613)
(8894, 57184)
(27888, 85971)
(28081, 85724)
(28281, 87037)
(27790, 86283)
(27980, 85649)
(27750, 55748)
(8296, 25450)
(8231, 25286)
(8310, 25349)
(8323, 25426)
(8286, 25553)
(8329, 25867)
(8302, 24436)
(8081, 24662)
(8149, 24557)
(8008, 24485)
(8043, 24693)
(7991, 24666)
(8097, 24695)
(7946, 24662)
(7908, 24745)
(7950, 24463)
(7951, 24562)
(7990, 24620)
(7977, 24424)
(7928, 24506)
(7987, 24519)
(8085, 24587)
(8061, 24705)
(8019, 24731)
(7897, 24378)
(7906, 24424)
(7681, 23556)
(7722, 23960)
(7768, 23697)
(7621, 23630)
(7711, 23614)
(7724, 23612)
(7845, 23696)
(8121, 23706)
(7610, 23844)
(7680, 23828)
(7696, 23577)
(7710, 23834)
(7642, 23645)
(27887, 85569)
(27955, 85776)
(28024, 59308)
(9625, 29756)
(9680, 29711)
(9534, 29742)
(9714, 30097)
(8880, 27387)
(8970, 27332)
(14641, 34506)
(10558, 31923)
(10226, 31573)
(10147, 31567)
(10133, 31254)
(10076, 31506)
(10064, 31034)
